# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 31 13:20:01 2026
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_projobliqerr1: Projected Obliquity Upper Unc. [deg]
# COLUMN pl_projobliqerr2: Projected Obliquity Lower Unc. [deg]
# COLUMN pl_projobliqlim: Projected Obliquity Limit Flag
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN pl_trueobliqerr1: True Obliquity Upper Unc. [deg]
# COLUMN pl_trueobliqerr2: True Obliquity Lower Unc. [deg]
# COLUMN pl_trueobliqlim: True Obliquity Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KOI-351 h,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SHAW_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..146S/abstract target=ref>Shaw et al. 2025</a>,331.60296000000,0.00034000000,-0.00034000000,0,,,,,,,,,,,,,203.00000000,16.00000000,-16.00000000,0,0.63870943,0.05034163,-0.05034163,0,Mass,0.027600,0.003100,-0.003100,0,,,,,,,,,1,,,,,,,,,<a refstr=SHAW_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..146S/abstract target=ref>Shaw et al. 2025</a>,,,,,,,,,,1.242000,0.096000,-0.097000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2025-10-02,2025-09,2025-10-02
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,331.60110810000,0.00071160000,-0.00071160000,0,0.9279000000,,,0,10.01000000,3.87000000,-1.34000000,0,0.89303392,0.34525887,-0.11954700,0,,,,,,,,,,0.000000,,,0,1.7500,2.0500,-0.6200,0,293.00,,,0,1,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6238.00,195.00,-227.00,0,1.054000,0.408000,-0.141000,0,0.967000,0.144000,-0.112000,0,-0.4000,0.2800,-0.3000,0,[Fe/H],4.378000,0.099000,-0.264000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2014-11-18,2014-12-04,2014-11-18
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,331.60059000000,0.00037000000,-0.00037000000,0,1.0100000000,0.1100000000,-0.1100000000,0,11.30000000,1.00000000,-1.00000000,0,1.00800000,0.08900000,-0.08900000,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.00,260.00,-170.00,0,1.200000,0.100000,-0.100000,0,1.200000,0.100000,-0.100000,0,-0.1200,0.1800,-0.1800,0,[M/H],4.400000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2014-05-14,2014-01,2014-05-14
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=LIANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..202L/abstract target=ref>Liang et al. 2021</a>,331.65700000000,0.00900000000,-0.00800000000,0,,,,,,,,,,,,,203.00000000,5.00000000,-5.00000000,0,0.63870943,0.01573176,-0.01573176,0,Mass,-0.011000,0.002000,-0.003000,0,,,,,,,,,1,,,,,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.00,260.00,-170.00,0,1.200000,0.100000,-0.100000,0,1.200000,0.100000,-0.100000,0,-0.1200,0.1800,-0.1800,0,[M/H],4.400000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2025-05-19,2021-04,2025-05-19
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..64S/abstract target=ref>Santerne et al. 2016</a>,331.60100000000,,,0,,,,,11.32109000,1.00881000,-1.00881000,0,1.01000000,0.09000000,-0.09000000,0,381.39600000,,,1,1.20000000,,,1,Mass,,,,,,,,,,,,,1,,,,,,,,,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..64S/abstract target=ref>Santerne et al. 2016</a>,,6080.00,260.00,-170.00,0,1.200000,0.100000,-0.100000,0,1.200000,0.100000,-0.100000,0,-0.1200,0.1800,-0.1800,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2016-04-27,2016-03,2016-04-28
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,331.60110810000,0.00071160000,-0.00071160000,0,0.9279000000,,,0,10.01000000,3.87000000,-1.34000000,0,0.89303392,0.34525887,-0.11954700,0,,,,,,,,,,0.000000,,,0,1.7500,2.0500,-0.6200,0,293.00,,,0,1,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6238.00,195.00,-227.00,0,1.054000,0.408000,-0.141000,0,0.967000,0.144000,-0.112000,0,-0.4000,0.2800,-0.3000,0,[Fe/H],4.378000,0.099000,-0.264000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2014-11-21,2014-12-18,2014-11-21
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,331.59727320000,0.00024590000,-0.00024590000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,34.68,-34.68,0,1.247730,,,0,1.120000,,,0,0.0830,0.0330,-0.0330,0,[M/H],4.295040,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2018-09-25,2018-08-16,2018-09-25
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,331.64300000000,0.00130000000,-0.00130000000,0,0.9800000000,,,0,9.80000000,4.20000000,-4.20000000,0,0.87429894,0.37469955,-0.37469955,0,,,,,,,,,,0.000000,,,0,,,,0,292.00,,,0,1,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6330.00,86.00,-86.00,0,1.070000,0.460000,-0.460000,0,1.140000,0.120000,-0.120000,0,,,,0,,4.430000,0.300000,-0.300000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2013-10-28,2014-01-08,2013-10-28
KOI-351 h,KOI-351,0,1,8,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,331.59727320000,0.00024590000,-0.00024590000,0,0.9654000000,,,0,10.89000000,1.77000000,-1.45000000,0,0.97154240,0.15790910,-0.12936056,0,,,,,,,,,,0.000000,,,0,1.7600,0.7900,-0.5500,0,294.00,,,0,1,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5970.00,107.00,-131.00,0,1.200000,0.195000,-0.160000,0,1.089000,0.089000,-0.080000,0,0.1000,0.1500,-0.1500,0,[Fe/H],4.317000,0.110000,-0.121000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.25400000,10.81850000,-10.81850000,13.8830000,0.0690000,-0.0690000,12.4820000,0.0240000,-0.0240000,13.7397000,0.0002170,-0.0002170,2017-05-08,2017-08-31 00:00,2017-05-08
KOI-55 b,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,Published Confirmed,1,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,0.24010400000,0.00000400000,-0.00000400000,0,0.0060000000,,,0,0.75900000,,,0,0.06770000,,,0,0.44000000,,,0,0.00140000,,,0,Mass,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,B,27730.00,270.00,-270.00,0,0.203000,0.007000,-0.007000,0,0.496000,0.002000,-0.002000,0,,,,,,5.520000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02000000,48.01500000,-48.01500000,15.1540000,0.1500000,-0.1500000,15.4950000,,,14.9062000,0.0006020,-0.0006020,2014-05-14,2011-12,2014-05-14
KOI-55 c,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,Published Confirmed,1,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,0.34288700000,0.00001300000,-0.00001300000,0,0.0076000000,,,0,0.86700000,,,0,0.07730000,,,0,0.65500000,,,0,0.00210000,,,0,Mass,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,B,27730.00,270.00,-270.00,0,0.203000,0.007000,-0.007000,0,0.496000,0.002000,-0.002000,0,,,,,,5.520000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02000000,48.01500000,-48.01500000,15.1540000,0.1500000,-0.1500000,15.4950000,,,14.9062000,0.0006020,-0.0006020,2014-05-14,2011-12,2014-05-14
KOI-94 b,KOI-94,0,2,4,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.74316673300,0.00000561400,-0.00000561400,0,0.0488000000,,,0,1.50000000,0.27000000,-0.23000000,0,0.13382127,0.02408783,-0.02051926,0,,,,,,,,,,0.000000,,,0,971.7600,487.5000,-328.2800,0,1423.00,,,0,0,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6181.00,111.00,-135.00,0,1.331000,0.243000,-0.199000,0,1.106000,0.116000,-0.074000,0,-0.0200,0.1500,-0.1500,0,[Fe/H],4.234000,0.143000,-0.117000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.05200000,5.00000000,-4.89900000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2017-05-08,2017-08-31 00:00,2017-05-08
KOI-94 b,KOI-94,0,2,4,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,3.74317555600,0.00000909600,-0.00000909600,0,0.0485000000,,,0,1.55000000,0.32000000,-0.24000000,0,0.13828198,0.02854854,-0.02141140,0,,,,,,,,,,0.000000,,,0,885.0200,494.5700,-301.9500,0,1391.00,,,0,0,,,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6098.00,101.00,-127.00,0,1.297000,0.270000,-0.199000,0,1.081000,0.103000,-0.075000,0,-0.0200,0.1200,-0.1600,0,[Fe/H],4.247000,0.130000,-0.137000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.05200000,5.00000000,-4.89900000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-08-25,2015-09-24,2015-08-25
KOI-94 b,KOI-94,0,2,4,Transit,2013,Kepler,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,3.74317555600,0.00000909600,-0.00000909600,0,0.0498400000,0.0003900000,-0.0003900000,0,1.63800000,0.12200000,-0.12200000,0,0.14613282,0.01088413,-0.01088413,0,,,,,,,,,,,,,,989.2000,61.9000,-61.9000,0,,,,,0,,,,,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6181.00,60.00,-60.00,0,1.368000,0.033000,-0.032000,0,1.177000,0.032000,-0.024000,0,0.0700,0.0400,-0.0400,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.05200000,5.00000000,-4.89900000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2024-12-05,2018-12,2024-12-05
KOI-94 b,KOI-94,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,3.74316670000,0.00000560000,-0.00000560000,0,,,,,,,,,,,,,1648.85000000,,,1,5.18786227,,,1,Mass,,,,,,,,,,,,,0,,,,,,,,,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,,,,1.352000,0.012000,-0.013000,0,1.177000,0.032000,-0.024000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.05200000,5.00000000,-4.89900000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2025-04-16,2025-02,2025-04-16
KOI-94 b,KOI-94,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,3.74320800000,0.00001500000,-0.00001500000,0,0.0511900000,0.0006700000,-0.0006700000,0,1.71000000,0.16000000,-0.16000000,0,0.15300000,0.01400000,-0.01400000,0,10.50000000,4.60000000,-4.60000000,0,0.03300000,0.01400000,-0.01400000,0,Mass,0.250000,0.170000,-0.170000,0,,,,,1486.00,,,0,0,,,,,,,,,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.00,58.00,-58.00,0,1.520000,0.140000,-0.140000,0,1.277000,0.050000,-0.050000,0,0.0228,0.0020,-0.0020,0,[Fe/H],4.181000,0.066000,-0.066000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.05200000,5.00000000,-4.89900000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-05-14,2013-05,2014-05-14
